6.919999999999999762e-02 1.000000000000000000e+00 2.924799999999999844e+00 7.499999999999999722e-03
5.229999999999999927e-02 1.000000000000000000e+00 2.985700000000000021e+00 8.699999999999999400e-03
3.830000000000000071e-02 1.000000000000000000e+00 3.031000000000000139e+00 6.899999999999999883e-03
5.040000000000000036e-02 2.000000000000000000e+00 4.415399999999999991e+00 8.500000000000000611e-03
3.749999999999999861e-02 2.000000000000000000e+00 4.486600000000000144e+00 1.159999999999999920e-02
1.969999999999999876e-02 2.000000000000000000e+00 4.568900000000000183e+00 6.100000000000000387e-03
6.329999999999999516e-02 3.000000000000000000e+00 8.758399999999999963e+00 2.829999999999999877e-02
3.960000000000000325e-02 3.000000000000000000e+00 8.888799999999999812e+00 2.239999999999999977e-02
